#path
HLT_Mu25_TkMu0_dEta18_Onia_v
HLT_Dimuon20_Jpsi_v
HLT_Mu16_TkMu0_dEta18_Onia_v
HLT_Dimuon16_Jpsi_v
HLT_Dimuon13_PsiPrime_v
HLT_Dimuon13_Upsilon_v
HLT_Dimuon10_Jpsi_Barrel_v
HLT_Dimuon8_PsiPrime_Barrel_v
HLT_Dimuon8_Upsilon_Barrel_v
HLT_Dimuon0_Phi_Barrel_v
HLT_Mu16_TkMu0_dEta18_Phi_v
HLT_DoubleMu4_3_Bs_v
HLT_DoubleMu4_3_Jpsi_Displaced_v
HLT_DoubleMu4_JpsiTrk_Displaced_v
HLT_DoubleMu4_LowMassNonResonantTrk_Displaced_v
HLT_DoubleMu4_PsiPrimeTrk_Displaced_v
HLT_Dimuon0_Jpsi_Muon_v
HLT_Dimuon0_Upsilon_Muon_v
HLT_QuadMuon0_Dimuon0_Jpsi_v
HLT_QuadMuon0_Dimuon0_Upsilon_v

HLT_Mu7p5_L2Mu2_Jpsi_v
HLT_Mu7p5_L2Mu2_Upsilon_v
HLT_Mu7p5_Track2_Jpsi_v
HLT_Mu7p5_Track3p5_Jpsi_v
HLT_Mu7p5_Track7_Jpsi_v
HLT_Mu7p5_Track2_Upsilon_v
HLT_Mu7p5_Track3p5_Upsilon_v
HLT_Mu7p5_Track7_Upsilon_v
HLT_Dimuon6_Jpsi_NoVertexing_v
HLT_Dimuon0er16_Jpsi_NoOS_NoVertexing_v
HLT_Dimuon0er16_Jpsi_NoVertexing_v
